Q105299915	Lnl	"Über das Vorkommen von Norstictinsäure in Parmelia acetabulum Ach"
Q105011525	Len	"Über den scharfen Bestandteil von Xanthoxylum piperitum D. C. (Vorläufige Mitteilung)"
Q105011525	Lnl	"Über den scharfen Bestandteil von Xanthoxylum piperitum D. C. (Vorläufige Mitteilung)"
Q105365789	Len	"Über die Alkaloide von <I>Stephania Sasakii</I>, Hayata (I),"
Q105365789	Lnl	"Über die Alkaloide von <I>Stephania Sasakii</I>, Hayata (I),"
Q105012115	Len	"Über die Alkaloide von <I>Stephania japonica</I>, Miers (VI.)"
Q105012115	Lnl	"Über die Alkaloide von <I>Stephania japonica</I>, Miers (VI.)"
Q104989246	Len	"Über die Bestandteile der Baeomyces-arten"
Q104989246	Lnl	"Über die Bestandteile der Baeomyces-arten"
Q105138368	Len	"Über die Bestandteile der Wurzel von <I>Lindera Strychnifolia</I> Vill. (III. Mitteil.)"
Q105138368	Lnl	"Über die Bestandteile der Wurzel von <I>Lindera Strychnifolia</I> Vill. (III. Mitteil.)"
Q105138369	Len	"Über die Bestandteile der Wurzel von <I>Lindera strychnifolia</I>, Vill. (II. Mitteilung)"
Q105138369	Lnl	"Über die Bestandteile der Wurzel von <I>Lindera strychnifolia</I>, Vill. (II. Mitteilung)"
Q105197367	Len	"Über die Bestandteile der Wurzel von Angelica glabra Makino (1)"
Q105197367	Lnl	"Über die Bestandteile der Wurzel von Angelica glabra Makino (1)"
Q105029697	Len	"Über die Bestandteile der Wurzel von Sanguisorba officinalis L. (I. Mitteil.)"
Q105029697	Lnl	"Über die Bestandteile der Wurzel von Sanguisorba officinalis L. (I. Mitteil.)"
Q105224456	Len	"Über die Bestandteile des ätherischen Öls in <i>Asarum Sieboldi</i> var. <i>Seoulensis</i>, Nakai. (II. Mitteilung.)"
Q105224456	Lnl	"Über die Bestandteile des ätherischen Öls in <i>Asarum Sieboldi</i> var. <i>Seoulensis</i>, Nakai. (II. Mitteilung.)"
Q105184160	Len	"Über die Bestandteile des Arctium Lappa, L (1)"
Q105184160	Lnl	"Über die Bestandteile des Arctium Lappa, L (1)"
Q105154490	Len	"Über die Bestandteile von <I>Geranium Onoei</I> Franch. et Sav"
Q105154490	Lnl	"Über die Bestandteile von <I>Geranium Onoei</I> Franch. et Sav"
Q105323681	Len	"Über die Bestandteile von <I>Nephromopsis Stracheyi</I> f.<I>ectocarpisma</I> Hue (III. Mitteil.)"
Q105323681	Lnl	"Über die Bestandteile von <I>Nephromopsis Stracheyi</I> f.<I>ectocarpisma</I> Hue (III. Mitteil.)"
Q105323684	Len	"Über die Bestandteile von Cetraria islandica Ach."
Q105323684	Lnl	"Über die Bestandteile von Cetraria islandica Ach."
Q105181821	Len	"Über die Bestandteile von Cladonia submitis Evans"
Q105181821	Lnl	"Über die Bestandteile von Cladonia submitis Evans"
Q105255521	Len	"Über die Bestandteile von Nephromopsis Stracheyi f. ectocarpisma Hue (I. Mitteil.)"
Q105255521	Lnl	"Über die Bestandteile von Nephromopsis Stracheyi f. ectocarpisma Hue (I. Mitteil.)"
Q105372260	Len	"Über die Bestandteile von<I>Cetraria pseudocomplicata</I> Y. Asahina und <I>Nephromopsis cilialis</I> Hue"
Q105372260	Lnl	"Über die Bestandteile von<I>Cetraria pseudocomplicata</I> Y. Asahina und <I>Nephromopsis cilialis</I> Hue"
Q105154484	Len	"Über die Bestaudteile von Euphorbia humifusa Willd"
Q105154484	Lnl	"Über die Bestaudteile von Euphorbia humifusa Willd"
Q105164983	Len	"Über die Identität der Swertiasäure mit Oleanolsäure"
Q105164983	Lnl	"Über die Identität der Swertiasäure mit Oleanolsäure"
Q105236260	Len	"Über die Konstitution des kristallinen Bestandteils in Rinden und Blättern von <I>Abies mariesii</I>, Mast., (I. Mitteil.)"
Q105236260	Lnl	"Über die Konstitution des kristallinen Bestandteils in Rinden und Blättern von <I>Abies mariesii</I>, Mast., (I. Mitteil.)"
Q105027862	Len	"Über die alkaloidc von Berberis Thumbergü, DC. Var. Maximowiczü, Frcmch. (I. Mitteilung)"
Q105027862	Lnl	"Über die alkaloidc von Berberis Thumbergü, DC. Var. Maximowiczü, Frcmch. (I. Mitteilung)"
Q105035108	Len	"Über die chemischen Bestandteile der Wurzel von <I>Aster tatatcus</I>, L. (II)"
Q105035108	Lnl	"Über die chemischen Bestandteile der Wurzel von <I>Aster tatatcus</I>, L. (II)"
Q39395030	Len	"α-Fetoprotein Concentration in Cord Blood from Twins and from a Set of Quadruplets – a Case of Superfetatio?"
Q114569624	Len	"“ Dryland ecosystems and its problems” 3. Mngrove forests in Arabian Peninsula"
Q113724325	Len	"“Trockengrenze” (Humid-arid Boundary) in Eastern Asia"
Q112034360	Len	"‘Everything passes, except the past’: reviewing the renovated Royal Museum of Central Africa (RMCA)"
Q112049553	Len	"‘Your body is full of wounds’: references, social contexts and uses of the wounds of Christ in Late Medieval Europe"
Q114020979	Len	"<i>Commentary</i>: Unexpected Novel Chemical Weapon Agents Designed by Innocuous Drug-Development AI (Artificial Intelligence) Algorithm"
Q114249041	Len	"<i>Corpus</i> Linguistics Representations on Age Groups in Light of Google Books"
Q113333823	Len	"<i>Cretopachyderes</i> gen. nov., a new remarkable click beetle (Coleoptera: Elateridae: Agrypninae) from the mid-Cretaceous Burmese amber"
Q111818638	Len	"<i>In vitro</i> Characterisation of Endophytic Fungi Strains from Lantana camara Leaves Displaying Antifungal Activity Against Phytophthora colocasiae"
Q114212180	Len	"<i>Introduction</i>: The Equator-S mission"
Q114021094	Len	"<i>S</i>-Injective Modules and Rings"
Q113333816	Len	"<i>Selenogonus narinoensis</i> Stirton, 1947 (Tayassuidae, Cetartiodactyla, Mammalia): taxonomic status and paleobiogeographic implications"
Q113150320	Len	"<i>Ximenia americana</i>: Chemical and Spectral Studies of Extracts of Seeds. Analysis of Trimethylsilyl Derivatives by Gas Chromatography and Mass Spectrometry"
Q114018539	Len	"<i>crestr</i>: an R package to perform probabilistic climate reconstructions from palaeoecological datasets"
Q113198175	Len	"<i>dh2loop</i> 1.0: an open-source Python library for automated processing and classification of geological logs"
Q113259741	Len	" Alfabetización informacional y tecnologías móviles. Una mirada de la producción científica desde el impacto de la altmetría. (Information Literacy and Mobile Technologies. A Look at Scientific Production from the Impact of Altmetry.)"
Q113177111	Len	" La formación en competencias informáticas e informacionales en la Universidad de Antioquia. Un trabajo desde tres frentes en busca del multialfabetismo. (Training in Computer and Information Competences at the University of Antioquia. A La"
Q114007514	Len	""As Far From Secular, Operatic, Rag-time, and Jig Melodies As Is Possible": Religion and the Resurgence of Interest in The Sacred Harp, 1895-1911"
Q113265353	Len	""Bringing Fame to Zion": Tony Lazzeri, the Salt Lake Bees, and Life in the Pacific Coast League"
Q114140303	Len	""Green into Gold": The Sustainable Development of Commercial Banks from the Perspective of the Equator Principles"
Q113074286	Len	""Largo de São Mamede" and "Rua de Alconchel" Fountains, in Évora: methodological notes on their recovery and the unveiling, conservation and restoration of mural painting"
Q114367014	Len	""Poshlost" and the digital culture of the post-humanity"
Q113075742	Len	""Promising Hope": Essays on the Suppression and Restoration of the English Province of the Society of Jesus. Essays. .. in Honour of the 200th Anniversary (review)"
Q113075658	Len	""Some bald assertion by an ignorant and badly educated Frenchman": Technology, Film Criticism, and the "Restoration" of Vertigo (1996)"
Q113415743	Len	""Towards establishing ecology as a science instead of an art": the work of John T. Curtis on the plant community continuum"
Q113746935	Len	""Treasure Nightsoil As If It Were Gold:" Economic and Ecological Links between Urban and Rural Areas in Late Imperial Jiangnan"
Q114596708	Len	""Unnatural Unions:" Picturesque Travel, Sexual Politics, and Working-Class Representation in "A Night Under Ground" and "Life in the Iron-Mills""
Q114393329	Len	""Without us all told": Paul Monette's Vigilant Witnessing to the AIDS Crisis"
Q101149551	Len	"'Phonzoshaseizufu' by Keigu YAMAMOTO"
Q101149551	Lnl	"'Phonzoshaseizufu' by Keigu YAMAMOTO"
Q106965025	Len	"'White Butterflies' in Japanese Old Literature"
Q106965025	Lnl	"'White Butterflies' in Japanese Old Literature"
Q57714948	Len	"β′ Phase Decomposition in Zn-22 mass%Al and Zn-22 mass%Al-2 mass%Cu Alloys at Room Temperature"
Q57714948	Lnl	"β′ Phase Decomposition in Zn-22 mass%Al and Zn-22 mass%Al-2 mass%Cu Alloys at Room Temperature"
Q57276611	Len	"†Gonostoma dracula sp. nov. (Teleostei, Gonostomatidae) from the Oligocene deposits of the Central Paratethys (Romania): earliest occurrence of the modern bristlemouths"
Q57276611	Lnl	"†Gonostoma dracula sp. nov. (Teleostei, Gonostomatidae) from the Oligocene deposits of the Central Paratethys (Romania): earliest occurrence of the modern bristlemouths"
Q111814811	Len	"‡A2241.4. Cuckoo borrows food from other birds."
Q74836834	Len	"&figsp;A Novel Sequential Transformations of Phosphonate. Highly Stereoselective Synthesis of Perfluoroalkylated alpha-Fluoro-alpha,beta unsaturated Esters"
Q74836834	Lnl	"&figsp;A Novel Sequential Transformations of Phosphonate. Highly Stereoselective Synthesis of Perfluoroalkylated alpha-Fluoro-alpha,beta unsaturated Esters"
Q60615434	Len	"‘A Chamber of Noise Horrors’: sound, technology and the museum"
Q60615434	Lnl	"‘A Chamber of Noise Horrors’: sound, technology and the museum"
Q60615361	Len	"‘As snug as a bug in a rug’: post-war housing, homes and coal fires"
Q60615361	Lnl	"‘As snug as a bug in a rug’: post-war housing, homes and coal fires"
Q59904315	Len	"‘Disciplining’ the Neohellenic Character:Records of Anglo-Greek Encounters and the Development of Ethnologicalhistorical Discourse"
Q59904315	Lnl	"‘Disciplining’ the Neohellenic Character:Records of Anglo-Greek Encounters and the Development of Ethnologicalhistorical Discourse"
Q60615350	Len	"‘Great ease and simplicity of action’: Dr Nelson’s Inhaler and the origins of modern inhalation therapy"
Q60615350	Lnl	"‘Great ease and simplicity of action’: Dr Nelson’s Inhaler and the origins of modern inhalation therapy"
Q60615320	Len	"‘Not one voice speaking to many’: E C Large, wireless, and science fiction fans in the mid-twentieth century"
Q60615320	Lnl	"‘Not one voice speaking to many’: E C Large, wireless, and science fiction fans in the mid-twentieth century"
Q60615340	Len	"‘Organising Sound’: how a research network might help structure an exhibition"
Q60615340	Lnl	"‘Organising Sound’: how a research network might help structure an exhibition"
Q60615380	Len	"‘The whole exhibition becomes the stage…’ – a journey through time by children for children as a new approach to peer learning"
Q60615380	Lnl	"‘The whole exhibition becomes the stage…’ – a journey through time by children for children as a new approach to peer learning"
Q113033391	Len	"<![CDATA[<b> Characterization and distribution of supernumerary chromosomes in 23 colonies of <i>Partamona helleri</i> (Hymenoptera, Apidae, Meliponinae)</b>]]>"
Q113738992	Len	"<I>Apogon Hyalosoma</I> Bleeker (pisces: Percoidei: Apogonidae) - A New Report to Kerala, India"
Q111857396	Len	"<I>Fossil relics</I>: ethics committees under the European Clinical Trials Regulation"
Q111823024	Len	"<I>Practical Transformation Using XSLT and Xpath (XSL Transformations and the XML Path Language)</I> by G. Ken Holman"
Q113174053	Len	"<News> A Survey of the Savanna Vegetation in Bossou, Guinea"
Q113248258	Len	"<Note> Responses of Chimpanzees to a Python"
Q113174052	Len	"<Note>Nkala Forest: Introduction of a forest-savanna mosaic field site of wild bonobos and its future prospects"
Q113198860	Len	"<Note>Non-lethal handling of a captured duiker by a bonobo (Pan paniscus) at Wamba: Implications for prey image in bonobos"
Q114252787	Len	"<P Class="Elsarticletitle">Bpti: Bilingual (Arabic/English) Printed Text Images Dataset for Recognition Research<O:P></O:P></P>"
Q114101998	Len	"<Th>e ubi<qu>ity of polygra<ph>y and its significan<ce> for <th>e typology of <wr>iti<ng> systems"
Q111864681	Len	"<b> O estudo de anatomia no ensino de enfermagem: reflexões sobre princípios éticos / The anatomy study in nursing education: reflections on ethical principles <b>"
Q111994532	Len	"<b><i>Book Trade Connections from the Seventeenth to the Twentieth Centuries</i></b>. Eds. John Hinks and Catherine Armstrong. New Castle, Del.; London: Oak Knoll; The British Museum (Print Networks), 2008. 265p. $49.95 (ISBN"
Q113757447	Len	"<b><i>COL7A1</i></b> Homozygous Arg2471Ter Mutation Leads to the Severe Phenotype of Autosomal Recessive Dystrophic Epidermolysis Bullosa in the Fetus"
Q112040494	Len	"<b><i>Creating Web-Accessible Databases: Case Studies for Libraries, Museums, and Other Nonprofits</i></b>. Ed. Julie M. Still. Medford, N.J.: Information Today, 2001. 184p. $39.50 (ISBN 1-57387-104‐4). LC 00-063283."
Q113195375	Len	"<b><i>Empowering Marginal Communities with Information Networking</i></b>. Ed. Rahman Hakikur. Hershey, Pa.: Idea Group, 2006. 363p. $74.95 (paper); $89.95 (cloth) (ISBN 1591406994; 15591407001). LC 2005-20907."
Q113195374	Len	"<b><i>Human Computer Interaction Research in Web Design and Evaluation.</i></b> Eds. Panayiotis Zaphiris and Sri Kurnianan. Hershey, Pa.: Idea Group, 2007. 319p. $79.95 (paper); $94.95 (cloth) (ISBN 1599042479; 1599042460). L"
Q113246519	Len	"<b><i>Information Literacy Programs in the Digital Age: Educating College and University Students Online.</i></b> Comps. Alice Daughtery and Michael F. Russo. Chicago: American Library Association, 2007. 275p. alk. paper, $48"
Q112036189	Len	"<b><i>Printing Places: Locations of Book Production & Distribution Since 1500</i></b>. Eds. John Hinks and Catherine Armstrong. New Castle, Del.; London: Oak Knoll; The British Museum (Print Networks), 2005, 208p. $45 (IS"
Q114290786	Len	"<b><i>Scholarly Practice, Participatory Design and the eXtensible Catalog</i></b>. Eds. Nancy Fried Foster, Katie Clark, Kornelia Tancheva, and Rebekah Kilzer. Chicago: Association of College and Research Libraries, 2011. 176"
Q113246522	Len	"<b><i>Teaching Information Literacy Skills to Social Sciences Students & Practitioners: A Casebook of Applications.</i></b> Eds. Douglas Cook and Natasha Cooper. Chicago: ACRL, 2006. 289p. alk. paper, $39 (ISBN 0838983898"
Q114574497	Len	"<b>A new approach to simple correspondence analysis with emphasis on the violation of the independence assumption of the levels of categorical variables"
Q114249265	Len	"<b>Advances in studies on testate amoebae (Arcellinida and Euglyphida): a scientometric approach</b> - doi: 10.4025/actascibiolsci.v35i4.18184"
Q114247807	Len	"<b>Alex Sayf Cummings</b>. <i>Democracy of Sound: Music Piracy and the Remaking of American Copyright in the Twentieth Century.</i> New York: Oxford University Press, 2013. 257p. $29.95 (ISBM 978-0-19-985822-4). LC2012-041759"
Q113333359	Len	"<b>Bastian, Jeannette Allis.</b> <i>Owning Memory: How a Caribbean Community Lost its Archives and Found its History.</i> (Contributions in Librarianship and Information Science, no. 99). Westport, Conn.: Libraries Unlimited,"
Q113249912	Len	"<b>Bee pollen supplementation in diets for rabbit does and growing rabbits</b> - doi: 10.4025/actascianimsci.v35i4.18950"
Q114022266	Len	"<b>Behavior of <i>Orius insidiosus</i> preying on <i>Aphis gossypii</i> reared on transgenic and conventional cotton varieties"
Q113195379	Len	"<b>Belanger, France, and Dianne H. Jordan.</b> <i>Evaluation and Implementation of Distance Learning: Technologies, Tools and Techniques</i>. Hershey, Pa.: Idea Group Pub., 2000. 246p. $69.95 (ISBN 1-878289-63-2). LC 99-47580"
Q113250650	Len	"<b>Book Review of <i>Foragers, Farmers, and Fossil Fuels</i></b> // Reseña de <i>Foragers, Farmers, and Fossil Fuels</i>"
Q113250652	Len	"<b>Book Review of Subhankar Banerjee, ed., <i>Arctic Voices. Resistance at the Tipping Point</i></b> // Reseña de <i>Arctic Voices. Resistance at the Tipping Point</i>, editado por Subhankar Banerjee"
Q114605587	Len	"<b>DAMPAK VARIABILITAS IKLIM MUSIMAN PADA PRODUKSI PADI SAWAH TADAH HUJAN DI PULAU LOMBOK</b><br> (IMPACT OF INTERANNUAL CLIMATE VARIABILITY ON RAINFED PADDY PRODUCTION IN LOMBOK ISLAND)"
Q114019842	Len	"<b>Disponibilidade de microhabitats para Myxomycetes em Floresta Atlântica: Bromeliaceae</b><br>doi: 10.5007/2175-7925.2010v23n3p1"
Q113195376	Len	"<b>Douglass, John Aubrey.</b> <i>The California Idea and American Higher Education</i>, <i>1850 to the 1960 Master Plan</i>. Stanford, Calif.: Stanford Univ. Pr., 2000. 460p. $55, alk. paper (ISBN 0804731896). LC"
Q113032654	Len	"<b>Efecto de la configuración del paisaje en las comunidades de abejas (Apoidea) de un mosaico de bosque pino-encino y áreas agrí­colas de Sacatepéquez y Chimaltenango</b><br/><i>Effect of landscape configuration on bee commu"
Q111819351	Len	"<b>Efeitos mutagênicos e citotóxicos do óleo essencial de <i>Lantana camara</i> usando Teste do Micronúcleo em medula óssea de camundongos</b>"
Q114603645	Len	"<b>Effect of simulated acid rain on the survival, mortality, behaviour and morphology of African mud catfish <i>Clarias gariepinus</i> (Burchell, 1822)"
Q113150220	Len	"<b>Effects of <i>Moringa oleifera</i> Leaf Stalk Plus Enzyme on Phenotypic Correlation between Zoometric Traits in Marshall Broiler Chickens Starter Phase</b>"
Q113150725	Len	"<b>Elevated CO<sub>2</sub> concentration improves functional traits and early growth of the widespread species <i>Enterolobium contortisiliquum</i> (Vell.) Morong<sub>"
Q114023513	Len	"<b>Environmental Imaginations of the California Channel Islands and Ecological Crisis in T.C. Boyle's <i>When the Killing's Done</i></b> // Imaginaciones medioambientales de las Islas del Canal y la crisis ecológica en <i&"
Q113150729	Len	"<b>Evaluation of imputed genomic data in discrete traits using Random forest and Bayesian threshold methodsb"
Q114053979	Len	"<b>Formation and Typology of Workplace Agglomerations in the Suburbs During Population Decline</b>"
Q114108362	Len	"<b>Fossil fuel energy resources of Ethiopia</b>"
Q112033455	Len	"<b>Freda Matassa.</b> <i>Museum Collections Management: A Handbook.</i> London: Facet Publishing, 2011. 258p. ISBN 978-1-85604-701-2. $110."
Q113150730	Len	"<b>Genetic analysis of fertility traits of Holstein dairy cattle in warm and temperate climate"
Q114249264	Len	"<b>Geographical spread of the invasive species <i>Kellicottia longispina</i> (Kellicott, 1879) and <i>K. bostoniensis</i> (Rousselet, 1908): A scientometric approach"
Q113199183	Len	"<b>Global, conventional and warring movements and the suppression of contention. Themes in contentious politics research</b> <br>doi:10.5007/2175-7984.2011v10n18p25"
Q113249115	Len	"<b>LETTERS AND VIEWPOINTS</b><br><br>Trend of Carbon Dioxide Emissions from Fossil Fuels and cement Production."
Q112054333	Len	"<b>Marilyn E. Phelan.</b> <i>Museum Law: A Guide for Officers, Directors, and Counsel.</i> 4th edition. Lanham: Rowman & Littlefield Publishers, 2014. 514 p. ISBN 978-0759124349. $95"
Q114109667	Len	"<b>Melting Ice and the Paradoxes of Zeno: Didactic Impulses and Aesthetic Distanciation in German Climate Change Fiction</b> // Impulsos didácticos y distancia estética en la ficción alemana sobre el cambio climático"
Q113249911	Len	"<b>Morphometric measurements of Africanized honeybee queens kept in an incubator or in queen banking"
Q113249116	Len	"<b>NEW TECHNOLOGIES AND PRODUCTS</b><br><br> Applications of Indigenous Technologies to Engineering Education"
Q114347293	Len	"<b>Ocorrência da espécie invasora Corbicula fluminea (Bivalvia, Corbiculidae) no rio Sapucaí (São Paulo, Brasil)</b><br>doi: 10.5007/2175-7925.2010v23n3p59"
Q113032517	Len	"<b>Performance of Africanized honeybee colonies settled by queens selected for different traits"
Q112049257	Len	"<b>Peter B. Hirtle, Emily Hudson, and Andrew T. Kenyon.</b> <i>Copyright & Cultural Institutions: Guidelines for Digitization for U.S. Libraries, Archives, & Museums</i>. Ithaca, N.Y.: Cornell University Library, 2009"
Q111819339	Len	"<b>Phytochemical analysis and modulation in aminoglycosides antibiotics activity by <i>Lantana camara</i> L."
Q113249905	Len	"<b>Pollen spectrum of the honey of uruçu bee (<i>Melipona scutellaris</i> Latreille, 1811) (Hymenoptera: Apidae) in the North Coast of Bahia State"
Q113334255	Len	"<b>Population structure of fishes from an urban stream"
Q114347294	Len	"<b>Predação oportunística de Molossus molossus (Pallas, 1766) (Chiroptera: Molossidae) por Rhinella jimi (Stevaux, 2002) (Anura: Bufonidae) na Caatinga, Pernambuco, Brasil</b><br>doi: 10.5007/2175-7925.2010v23n2p215"
Q113150731	Len	"<b>Productivity and nutritional value of African Star managed with different leaf blade mass"
Q114249263	Len	"<b>Profile of publications about functional foods in Brazilian journals: a scientometric analysis from 2000 to 2015 and an overview of Brazilian legislation"
Q113391733	Len	"<b>Regionalismo: a zona crepuscular da literatura</b><br>doi:10.5007/2175-7917.2010v15n2p117"
Q113067180	Len	"<b>Research and Development Trends in Restoration Technologies for Railway Bridges and Viaducts Developed by the Railway Technical Research Institute</b>"
Q113067179	Len	"<b>Restoration Technology of Embankment Reusing Collapsed Soil</b>"
Q114592265	Len	"<b>Reversibility of ischemic findings on 3-tesla magnetic resonance T2<sup>*</sup>-weighted image after recanalization</b>"
Q111898313	Len	"<b>Solid construction waste management in large civil construction companies through use of specific software - case study"
Q113391732	Len	"<b>Spatial distribution of benthic macroorganisms on reef flats at Porto de Galinhas Beach (northeastern Brazil), with special focus on corals and calcified hydroids</b><br>doi: 10.5007/2175-7925.2010v23n2p61"
Q114602369	Len	"<b>Study of the changes in the purine content in foods after heat cooking</b>"
Q113195383	Len	"<b>Targowski, Andrew S</b>. <i>Global Information Infrastructure: The Birth, Vision, and Architecture</i>. Harrisburg, Penn.: Idea Group, 1996. 383p. $59.95. ISBN 1-878289-32-2. LC 96-13580."
Q111826188	Len	"<b>Testate amoebae (Protozoa Rhizopoda) in two biotopes of Ubatiba stream, Maricá, Rio de Janeiro State"
Q112036129	Len	"<b>The Banta Tribes of Sonth Africa</b>. Reproductions of photographic studies. by A, M. DUGGAN-CRONIN Deighton, Bell & Co., Ltd., Cambridge and Alexander McGregor Memorial Museum. Kimberley. 1928-35"
Q114022263	Len	"<b>Trends in the scientific production on aquatic microhabitats phytotelmata: a scientometric study"
Q111825530	Len	"<bold>A Child's Parent Dies: Studies in Childhood Bereavement.</bold> By Edna Furman. New Haven, Conn.: Yale University Press, 1974. 316 pp. $15.00 and <bold>Care of the Child Facing Death.</bold> Edited by Lindy Burton. Bost"
Q113436722	Len	"<bold>BRIEFLY …</bold><sc>Retirement Policies Under Social Security</sc>. By Wilbur J. Cohen. Berkeley: University of California Press, 1957. 105 pp. $3.00"
Q113436765	Len	"<bold>Poor Law to Poverty Program.</bold> Economic Security Policy in Britain and the United States. By Samuel Mencher. Pittsburgh: University of Pittsburgh Press, 1968. 476 pp. $8.95"
Q111827594	Len	"<bold>Serving the Aging: An Experiment in Social Work and Public Health Nursing</bold>. By Margaret Blenkner, Julius Jahn, and Edna Wasser. New York: Community Service Society of New York, 1964. 250 pp. $2.50"
Q114631359	Len	"<bold>Sex and Racism in America</bold>. An Analysis of the Influence of Sex on the Race Problem and A Minority Group in American Society"
Q114631358	Len	"<bold>The Threat of Impending Disaster</bold>. Contributions to the Psychology of Stress. Edited by George H. Grosser, Henry Wechsler, and Milton Greenblatt. Cambridge, Mass.: MIT Press, 1964. 336 pp. $8.75"
Q113692612	Len	"<em>Bosmina (Eubosmina) coregoni</em> Baird, 1857 (Crustacea, Branchiopoda, Anomopoda): New planktonic invader in the Iberian peninsula"
Q113693382	Len	"<em>De novo</em> Identification of Actively Translated Open Reading Frames with Ribosome Profiling Data"
Q114023269	Len	"<em>In Vitro </em>Apical-Out Enteroid Model of Necrotizing Enterocolitis"
Q113249846	Len	"<em>In vitro</em> antimicrobial activity of Sri Lankan raw bee honey with turmeric"
Q113142888	Len	"<em>In vitro</em> seed propagation and mass multiplication of some magnificent Orchids of Northeast India"
Q114014238	Len	"<em>Mucor </em>assisted degradation of sulfosulfuron in irrigation water"
Q113154515	Len	"<em>Myrtus communis </em> L.: Characterisation of Essential Oil of Leaves and Fatty Acids of Seeds Using Gas Chromatography-Mass Spectrometry (GC/MSD)"
Q114726814	Len	"<em>Piper</em> species (Piperaceae) of Sri Lanka and the diversity of the economically important <em>Piper nigrum</em> (black pepper): An overview of what has been done and what is yet to be achieved"
Q113714394	Len	"<em>Rosa rugosa</em> as an Invader of Coastal Sand Dunes of Cape Breton Island and Mainland of Nova Scotia"
Q113999457	Len	"<em>Sich ausgehen</em>: Actuality entailments and further notes from the perspective of an Austrian German motion verb construction"
Q113999292	Len	"<em>WE HAVE PLENTY OF WORDS WRITTEN DOWN; WE NEED MELODIES!</em> THE PURCHASE OF THE FIRST RECORDING DEVICE FOR ETHNOMUSICOLOGICAL RESEARCH IN SLOVENIA<br>“BESED IMAMO DOVOLJ ZAPISANIH, TREBA NAM MELODIJ!”</br>"
Q113247540	Len	"<htm> <i>Scaptotrigona marialiceae</i>, a new species of neotropical stingless bee (Hym., Anthophila), from southern Brazil </htm>"
Q113032264	Len	"<htm> Análise estatística interespecífica das espécies paranaenses (Brasil) de Plebeia (Apidae, Meliponini)</htm>"
Q113032266	Len	"<htm> Comunidad de abejas (Apoidea, Anthophila) atraídas por fragancias en un bosque seco tropical de los llanos centrales del Estado Guárico (Venezuela) </htm>"
Q113032276	Len	"<htm>A comunidade de abelhas silvestres (Hymenoptera, Apoidea) da Ilha das Cobras (Paraná, Brasil): aspectos ecológicos e biogeográficos"
Q113032267	Len	"<htm>Análisis de la estructura biológica de la comunidad de abejas (Hymenoptera, Apoidea) en un bosque seco tropical del Estado de Guárico (Venezuela) </htm>"
Q113032268	Len	"<htm>Melissocenótica (Apoidea, Anthophila) no Parque Florestal dos Pioneiros, Maringá, PR (sul do Brasil): Parte II. Utilização de recursos florais</htm>"
Q114346941	Len	"<htm>Ocorrência de formas imaturas de <i>Aedes (Stegmyia) aegypti</i> (Diptera, Culicidae) em Bromeliaceae durante surto de dengue no litoral paranaense, Sul do Brasil</htm>"
